dbn,school_name,applications,acceptances,per_pupil_spending,avg_class_size,asian_percent,black_percent,hispanic_percent,multiple_percent,white_percent,rigorous_instruction,collaborative_teachers,supportive_environment,effective_school_leadership,strong_family_community_ties,trust,disability_percent,poverty_percent,ESL_percent,school_size,student_achievement,reading_scores_exceed,math_scores_exceed
23K644,EAGLE ACADEMY FOR YOUNG MEN II,12,0,19182,16.03,0.6,88.7,8.3,1.7,0.6,3.63,3.99,4.32,4.5,4.52,4.64,25.5,80.1,0.6,647,3.6,0.31,0.19
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL (BEES),12,0,29372,17.33,0,73.7,18.9,2.1,5.3,3.58,3.83,3.37,4.06,4.1,4.47,40,97.9,6.3,95,3.57,0.26,0.15
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,6,0,36825,16.33,3.9,74,18.1,2.4,1.6,3.44,3.26,3.41,3.34,4.26,3.28,39.4,96.9,12.6,127,3.03,0.2,0.15
23K671,MOTT HALL BRIDGES ACADEMY,10,0,22732,17.75,1,82.9,15.6,0,0.5,3.78,3.91,3.99,4.35,4.09,4.15,25.6,94.5,0,199,3.89,0.27,0.18
23K697,TEACHERS PREPARATORY HIGH SCHOOL,0,0,17817,9.96,2,75.6,17.6,0.8,4,2.62,3.18,2.89,3.01,3.35,3.14,34.4,88,6.8,250,2.45,0.23,0.15
24Q005,I.S. 5 - THE WALTER CROWLEY INTERMEDIATE SCHOOL,264,40,19737,24.18,43.7,1.6,51.7,0.9,2.2,3.75,3.97,3.43,3.05,2.25,3.5,17,78.6,16.6,1798,3.75,0.57,0.55
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,43,14,15532,29.76,18.6,0.5,24,1.3,55.6,3.93,4.42,3.07,3.85,3.81,4.01,15.9,47.5,6.5,1160,3.34,0.67,0.68
24Q061,I.S. 061 LEONARDO DA VINCI,93,2,17705,22,7.1,2.7,87.9,0.4,1.8,,,3.52,,,,20.5,96.2,31.5,2238,3.73,0.34,0.28
24Q073,I.S. 73 - THE FRANK SANSIVIERI INTERMEDIATE SCHOOL,394,73,16468,24.06,29.1,1.1,57.7,0.7,11.4,3.65,3.57,3.15,2.84,1.97,3.3,19.4,70.3,14.4,1971,4.08,0.55,0.51
24Q077,I.S. 077,61,2,18979,22.56,9.2,2.2,78.3,0.4,10,3.81,3.93,3.54,3.5,2.93,3.73,28.1,92.1,21.3,1012,3.34,0.37,0.3
24Q087,P.S./I.S. 087 MIDDLE VILLAGE,12,0,22949,19.32,3.3,2.1,52,1.8,40.8,3.4,4.7,2.89,4.32,4.11,4,22.4,63,8.6,606,2.51,0.57,0.52
24Q093,I.S. 093 RIDGEWOOD,78,2,17462,22.58,9.2,1.9,71.2,0.5,17.2,3.85,3.94,3.24,3.62,3.45,3.99,21.7,94.7,15.3,1099,3.24,0.46,0.4
24Q102,P.S. 102 BAYVIEW,67,17,17688,28.48,60.9,2.9,32,0.9,3.3,4.17,3.41,4.07,2.83,3.43,3.35,13.3,85.4,14.4,1326,4.16,0.61,0.61
24Q113,P.S./I.S. 113 ANTHONY J. PRANZO,26,2,15862,30.34,5.2,1,41.9,1.1,50.8,4.15,3.93,4.16,4.29,4.23,4.58,15.2,55.5,5.1,896,3.4,0.67,0.66
24Q119,I.S. 119 THE GLENDALE,104,59,16218,26.71,25.8,1.8,30.4,2.6,39.4,4.25,3.96,3.18,4.11,2.62,2.76,8.8,73.3,3.6,1277,3.21,0.74,0.73
24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,272,34,16325,26.27,38.2,1.9,54.3,0.9,4.8,4.34,4.41,3.91,3.57,2.87,3.71,16.5,75.7,17.2,1504,3.5,0.53,0.49
24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",46,9,15785,32.46,3.3,0.5,19.6,0.4,76.2,4.17,3.75,3.42,3.3,3.94,3.03,14,36.4,4,969,3.4,0.78,0.76
24Q311,CORONA ARTS AND SCIENCES ACADEMY,16,1,23093,33.33,2,1.1,96.2,0.3,0.4,3.56,3.9,3.82,3.71,3.14,3.93,18.8,97.4,23.9,733,3.07,0.38,0.32
24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",35,2,19211,31.55,23.8,4.4,55.2,1.4,15.3,3.69,3.67,4.33,3.52,3.67,3.84,15.5,77,5,665,4.33,0.84,0.82
25Q025,I.S. 025 ADRIEN BLOCK,147,29,17789,27.86,53.2,2.5,23.9,0.9,19.5,3.09,3.46,3.55,3.46,3.27,3.17,14.9,58.2,13,1028,3.41,0.66,0.66
25Q164,P.S. 164 QUEENS VALLEY,38,6,19557,24.31,31.7,4.8,27.1,1.7,34.6,2.73,3.49,2.91,3.39,3.69,3.71,15.3,73.4,15.6,693,3.18,0.64,0.63
25Q185,J.H.S. 185 EDWARD BLEEKER,250,93,15314,25.76,55.7,2.6,29.8,0.7,11.2,3.61,4.37,3.74,3.94,3.15,3.81,14.4,76.7,12.5,1521,3.76,0.65,0.64
25Q189,J.H.S. 189 DANIEL CARTER BEARD,97,17,19007,22.61,66,3,27.5,0.5,3,3.7,4,3.76,3.35,2.53,3.33,16,77.2,26.8,771,3.12,0.56,0.58
25Q194,J.H.S. 194 WILLIAM CARR,147,54,16444,24.79,38.6,1.3,31.3,1,27.7,3.32,3.9,2.97,3,2.97,3.06,16.7,59.5,9,1241,2.89,0.66,0.65
25Q200,P.S./M.S. 200 - THE POMONOK SCHOOL & STAR ACADEMY,9,0,21978,23.79,14.8,21.6,46.9,2.3,14.4,3.78,4.29,3.37,4.04,3.77,3.7,16.3,72.2,5.2,522,2.66,0.57,0.52
25Q219,P.S. 219 PAUL KLAPPER,29,7,23409,21.89,48.3,7,28.5,1.1,15.1,3.48,2.64,3.56,3.81,2.87,2.89,27.6,73.5,18.2,642,4.38,0.5,0.52
25Q237,I.S. 237,194,53,17686,22.05,74.6,5.9,16.8,0.7,1.9,3.65,3.84,3.02,3.67,2.45,2.78,13,84.3,21.7,1368,3.18,0.59,0.64
25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,41,2,19854,23.5,35.8,23.3,27.3,3.8,9.8,2.87,3.04,2.48,2.89,2.06,3.15,18.8,82.2,15.8,399,3.21,0.45,0.38
25Q252,"QUEENS SCHOOL OF INQUIRY, THE",23,1,17410,9.61,40.8,16.1,24.1,1.9,17,3.89,4.23,3.73,3.47,3.57,3.69,14.8,59.7,4.7,576,2.93,0.64,0.61
25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,70,20,16753,27.96,67.3,8.3,18.8,0.9,4.6,3.87,3.98,3.92,2.37,3.3,3.07,13.3,86.3,6,649,4.13,0.75,0.78
25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,16,1,16645,26.48,15,3.7,35.6,1.9,43.7,3.48,4.23,3.23,4.11,3.57,3.83,18.7,56.4,1.6,567,3.48,0.69,0.63
25Q294,BELL ACADEMY,69,21,19414,30.58,30.9,5.1,31.2,1.6,31.2,4.68,3.98,3.9,3.06,4.29,3.39,24,48.3,1.6,375,4.61,0.68,0.65
25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",40,13,18680,26.63,54.2,20.9,12.8,4,8.1,3.63,4.41,4.27,3.53,4.31,3.58,9.3,50,6.3,506,3.85,0.78,0.8
26Q067,J.H.S. 067 LOUIS PASTEUR,211,82,15818,27.53,60.6,3.7,11.7,1.8,22.1,4.24,3.85,3.9,4,3.95,3.71,8.8,40.3,3.9,894,3.9,0.83,0.83
26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,233,95,18300,27.08,66.5,4.3,10.7,1.1,17.4,4.24,4.47,3.93,4.02,3.77,3.59,13.2,48.4,7.6,1160,3.55,0.79,0.81
26Q158,M.S. 158 MARIE CURIE,236,84,15763,29.47,62.3,4.8,14.8,1.4,16.6,4.22,2.51,3.39,1.5,2.49,2.42,12.8,56,7.6,1059,3.08,0.76,0.78
26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,189,33,16768,26.89,63.6,8.8,15.1,1.4,11,3.02,2.32,2.8,2.19,3.39,2.46,16.1,62.3,5,978,3.52,0.7,0.66
26Q178,P.S./I.S. 178 HOLLISWOOD,23,2,16827,30,12.9,6.9,10.2,2.5,67.5,4.17,4.22,3.65,3.44,4.11,3.62,14.3,36.7,5.5,566,3.48,0.61,0.62
26Q216,J.H.S. 216 GEORGE J. RYAN,304,95,14916,28.42,65.8,4.9,13.2,2,14.1,4.67,4.12,3.93,3.57,3.49,3.35,12.7,67.4,6.2,1464,4.23,0.74,0.73
26Q266,P.S./I.S. 266,33,8,19489,28.71,40.1,19.9,22.7,2.9,14.5,4.23,4.17,3.4,4.01,4.15,3.6,21.4,53.5,3.1,649,3.1,0.7,0.66
27Q042,P.S./M.S. 042 R. VERNAM,0,0,21265,20.6,1.4,72.6,22.6,2,1.4,3.63,3.62,3.12,2.91,3.3,3.52,26.1,96,3.5,658,2.85,0.23,0.19
27Q043,P.S. 043,7,0,21459,21.38,2.4,57.9,33.2,1.6,4.9,2.55,2.97,2.85,2.34,1.8,2.28,20.6,90.9,8.9,901,2.8,0.3,0.27
27Q047,P.S. 047 CHRIS GALAS,0,0,23881,23.2,0.5,1.4,18.5,1.4,78.2,4.36,4.65,3.96,4,4.55,4.08,25.5,34.3,1.4,216,4.35,0.61,0.53
27Q053,M.S. 053 BRIAN PICCOLO,16,1,24932,15.26,1.1,52.1,43.1,2.2,1.5,3.72,3.76,3.24,3.2,3.42,3.46,32.6,80.9,20.6,267,2.85,0.15,0.15
27Q105,P.S. 105 THE BAY SCHOOL,7,0,19708,23.15,2.5,62.8,32.5,0.7,1.5,3.03,3.36,2.59,3.42,3.66,3.5,28.8,88.1,5.2,815,2.48,0.26,0.21
27Q114,P.S./M.S. 114 BELLE HARBOR,0,0,20779,24.33,0.7,2.1,10.8,1.3,85.1,3.89,4.42,3.55,4.05,3.89,3.81,22.1,24.4,0.4,669,3.73,0.73,0.74
27Q124,P.S. 124 OSMOND A CHURCH,52,2,15951,29.96,48.1,20,22.1,6.8,3,3.12,3.6,3.16,3.23,3.46,3.84,12.1,62.7,7.2,1229,2.92,0.54,0.52
27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,179,23,15967,26.27,55,5.4,33.7,3.5,2.4,4.29,4.4,3.25,3.62,2.79,3.6,15.7,87.7,9.7,1890,3.96,0.53,0.45
27Q146,P.S. 146 HOWARD BEACH,11,0,20691,25.45,4.3,2.1,38.6,1,54,3.59,4.6,2.93,3.73,3.81,3.54,22.1,47.5,1.9,678,3.88,0.6,0.54
27Q183,P.S. 183 DR. RICHARD R. GREEN,0,0,22141,20.46,3,55.8,31.8,3.8,5.5,2.73,2.44,3.13,2,3.3,3.22,32.2,92.8,5.9,525,3.78,0.2,0.15
27Q202,J.H.S. 202 ROBERT H. GODDARD,98,18,16679,24.52,34.1,7.4,46.6,5.1,6.8,4.37,4.53,3.74,3.94,3.38,3.46,15.1,79.9,7.8,1097,2.81,0.58,0.53
27Q207,P.S. 207 ROCKWOOD PARK,14,0,24228,22.82,3.2,1.3,18.5,1,75.9,3.55,4.13,3.89,3.79,3.72,3.43,19.3,34.6,0.6,680,2.6,0.7,0.69
27Q210,J.H.S. 210 ELIZABETH BLACKWELL,169,21,16900,25.47,28.8,5.1,59.8,2.7,3.6,2.64,2.32,2.14,2.68,1.72,2.2,16.3,84.5,16,1880,2.23,0.5,0.46
27Q226,J.H.S. 226 VIRGIL I. GRISSOM,58,2,18695,22.9,24.7,38.2,16.6,18.7,1.9,3.31,3.53,2.73,3.76,2.79,2.78,20.4,90.6,6.3,916,2.27,0.43,0.34
27Q232,P.S. 232 LINDENWOOD,33,2,17295,29.26,9.6,8.5,46.8,1.8,33.4,4.83,4.59,4.02,4.17,4.11,4.05,18.1,61.9,4.6,970,4.13,0.58,0.51
27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,15,1,21414,19.45,8.7,42.9,34.3,2,12,4.38,4.56,3.46,4,3.57,3.77,12.8,72.6,2,888,2.63,0.61,0.54
27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,42,2,16253,26.2,3.8,50,42.8,1.1,2.3,4.21,3.37,4.5,3.18,4.13,3.25,16.7,82.6,6.4,264,4.64,0.44,0.34
27Q297,HAWTREE CREEK MIDDLE SCHOOL,25,2,23343,15,32.2,34.7,20.2,11.2,1.6,4.53,4.6,3.91,4.33,4.91,4.39,20.5,91.5,4.4,366,2.87,0.48,0.38
27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,13,1,16574,9.56,6.3,43.2,43.7,3,3.9,3.02,3.56,3.35,3.84,3.46,3.98,15.8,78.6,17.2,639,2.96,0.3,0.22
27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,0,0,21413,15.26,1.8,50.9,37.3,1.8,8.3,4.06,4.35,3.56,4.19,4.15,3.68,27.2,89,6.1,228,3.22,0.3,0.21
27Q319,VILLAGE ACADEMY,37,2,21886,21.6,1.1,56.3,39.3,1.1,2.2,3.93,4.3,3.46,4.13,3.89,4.18,21.7,82.5,17,359,3.41,0.22,0.15
27Q323,SCHOLARS' ACADEMY,104,27,13509,30.56,19.6,16.8,19.9,1.7,42,4.78,4.5,4.22,4.04,4.29,4.03,11.6,47.3,0.1,1376,4.61,0.9,0.89
27Q333,GOLDIE MAPLE ACADEMY,9,0,18842,22.54,3.5,69.9,20.8,3.7,2.1,2.26,2.2,2.9,2.36,2.31,1.91,6.8,79.2,0.2,428,2.31,0.53,0.46
28Q008,J.H.S. 008 RICHARD S. GROSSLEY,12,0,22537,17.39,17.7,44.8,22.1,14.5,0.9,3.47,3.87,2.69,3.75,2.85,3.83,19.8,90.6,12.7,339,3.36,0.36,0.26
28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,37,2,18857,21.12,8.8,68.5,14.7,5.9,2.1,3.39,2.62,2.42,2.92,2.35,2.25,29.1,81.3,6.9,375,2.77,0.24,0.15
28Q157,J.H.S. 157 STEPHEN A. HALSEY,249,52,17293,22.43,23.2,8.1,24.6,3.6,40.5,4.7,4.06,3.54,3.55,3.6,3.4,14.9,53.4,9.6,1636,4,0.65,0.62
28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,21,1,17773,24.2,19.6,17.1,39.7,6.9,16.6,3.86,4.58,3.94,4.09,3.94,4.02,19,71.1,1.9,841,1.97,0.61,0.52
28Q190,J.H.S. 190 RUSSELL SAGE,172,53,17598,22.98,33.6,6.6,28,3.4,28.3,3.21,2.53,2.17,2.34,1.97,1.65,13.4,42.2,9.5,1055,2.92,0.69,0.67
28Q217,J.H.S. 217 ROBERT A. VAN WYCK,175,24,16911,23.99,36.3,16.4,39.6,3.7,4,4.73,4.52,3.54,4.35,3.72,4.02,16,69.9,16.7,1630,3.99,0.44,0.37
28Q284,YORK EARLY COLLEGE ACADEMY,21,1,15475,22.77,28,50.6,8.2,11.6,1.5,4.11,3.5,4.05,3.65,4,3.49,10.5,71.5,1.1,646,3.8,0.67,0.6
28Q287,THE EMERSON SCHOOL,21,1,25550,21.2,19.7,50.7,20.3,7.1,2.2,3.36,3.3,3.11,3.4,2.53,3.34,25.8,85.8,12.6,365,3.01,0.3,0.22
28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,24,1,18033,13.2,27.9,46.6,15.9,7.9,1.6,3.3,2.53,2.85,2.89,2.94,2.71,16.1,86.1,7.5,671,3.86,0.49,0.38
28Q332,REDWOOD MIDDLE SCHOOL,27,2,,,16.2,67,9.7,4.9,2.3,3.7,3.62,3.35,3.41,3.01,3.76,24.3,68.9,3.9,309,3.82,0.33,0.2
28Q358,M.S. 358,47,2,,,21.5,29.4,41.5,5,2.6,3.73,3.72,3.67,3.54,3.15,3.72,18.9,88.7,15.7,381,3.77,0.41,0.32
28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,61,23,15678,21.34,50.6,27.1,9.7,8.4,4.2,3.51,2.65,3.6,2.85,1.6,1.1,12.2,62.6,1.3,690,4.34,0.86,0.85
28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",29,9,15406,26.38,36.6,43.9,11.7,5.5,2.3,3.91,4.07,3.91,3.55,3.41,3.53,15.1,79,1.4,563,3.91,0.79,0.71
29Q059,I.S. 059 SPRINGFIELD GARDENS,56,2,19921,21.04,1.9,86.5,5.6,4.6,1.4,3.59,3.78,3.17,4.05,4.03,3.53,19.3,73.7,2.6,586,2.93,0.41,0.23
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,117,9,17334,24.88,33.2,39.5,19.7,3.8,3.8,3.8,3.39,3.21,3.64,3.04,3.08,14.5,66.7,7.9,1108,2.56,0.54,0.41
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,10,0,18240,23.9,6.8,54,35.2,2.3,1.6,3.45,3.27,2.75,3.37,3.39,3.17,22.3,78.2,15.9,792,2.53,0.34,0.29
29Q138,P.S./M.S. 138 SUNRISE,10,0,18828,24.03,3,80.6,11.1,2.1,3.1,3.79,3.94,3.3,3.98,3.98,3.94,17.3,78.6,5.2,763,3.06,0.36,0.26
29Q147,P.S./M.S. 147 RONALD MCNAIR,9,0,17979,25.85,2.2,89,6.6,1.2,1,3.59,3.55,3.16,3.48,2.57,3.19,18,72.3,5.2,593,1.96,0.42,0.33
29Q192,I.S. 192 THE LINDEN,18,1,19444,18.21,3.7,78.4,9.9,6.8,1.2,3.76,3.72,4.27,3.91,4.52,4.25,22.2,72,8.4,486,2.65,0.38,0.23
29Q208,P.S./I.S. 208,28,2,20096,27.66,7.8,74.4,13.3,3.4,1.1,4.2,4.34,3.24,3.53,3.83,3.46,18.7,45.8,0.4,707,2.54,0.65,0.58
29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,123,2,17610,22.1,28.6,36.7,28.1,4.6,2.1,3.16,3.06,2.56,3.36,2.81,2.81,13.4,89.7,16.7,1404,2.47,0.46,0.37
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,0,16418,15.64,5.7,85.6,5,2.6,1.2,2.92,3.06,3.19,3.03,3.87,3.51,16.3,73.9,3.8,583,2.38,0.53,0.4
29Q268,P.S./I.S. 268,27,1,19097,22.52,27.8,28.5,32.1,9.3,2.2,4.09,3.66,3.64,3.87,3.94,3.57,13.9,78.2,16.5,632,2.43,0.54,0.5
29Q270,THE GORDON PARKS SCHOOL,35,2,18383,29,0.5,96,2.1,1.3,0,3.51,3.58,3.12,3.45,3.35,3.33,16.1,65.2,0.4,753,2.19,0.58,0.46
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,10,0,17164,15.35,2.6,88.4,5.3,3.1,0.7,4.25,4.28,3.33,3.51,3.89,3.14,16.2,68.7,1.5,588,3.95,0.53,0.38
29Q289,QUEENS UNITED MIDDLE SCHOOL,21,1,26059,16,0,88.2,5.9,4.9,1,4.28,4.33,2.81,3.88,2.61,3.31,18.6,74.5,2.5,204,1.75,0.44,0.29
29Q295,P.S./I.S. 295,27,2,19399,26.48,36.5,24,29.4,6.7,3.4,3.5,3.49,3.62,2.14,3.44,2.98,16.7,77.4,9.5,496,3.65,0.62,0.57
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,0,0,22617,17.25,1.3,88.5,3.2,5.1,1.9,3.4,2.96,2.96,3.56,3.56,3.17,25.4,71.9,0.8,531,2.57,0.34,0.2
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,17,1,19142,17.88,1.6,86.6,9.2,2.3,0.3,3.26,4.38,3.7,3.91,3.64,3.75,26.6,77,4.6,305,2.09,0.39,0.23
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,9,0,18845,20.26,1.7,86.4,9.6,1.7,0.7,2.97,3.53,2.68,2.68,3.33,3.73,26.5,71.2,5.6,302,3.12,0.32,0.19
30Q010,I.S. 010 HORACE GREELEY,56,2,17696,23.05,20,6.7,56.1,1.1,16.1,3.68,3.94,3.23,3.79,2.73,3.87,17.9,76.9,16.3,741,4.09,0.46,0.39
30Q078,P.S./I.S. 78Q,14,1,20564,26.93,22.1,3.7,28.5,5.8,39.9,4.41,3.54,3.5,3,4.06,3.08,10.9,26.9,4.5,706,3.69,0.76,0.74
30Q111,P.S. 111 JACOB BLACKWELL,0,0,27276,17.35,4.1,49.7,41.8,1.3,3.2,3.33,3.51,3.13,3.67,2.57,2.36,30.4,95.6,14.2,316,2.4,0.19,0.17
30Q122,P.S. 122 MAMIE FAY,74,49,15801,30.94,26.2,5,20.2,5.2,43.4,4.22,4.2,3.96,3.13,3.55,3.83,9.3,53.3,7.9,1361,4.19,0.8,0.81
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,59,19,21750,20.42,28.3,16.7,45.7,0.5,8.8,4.21,3.34,3.14,3.5,2.83,3.48,20.5,86.5,8.4,658,3.24,0.48,0.42
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,28,2,14927,23.77,13.1,10.8,74.1,0.5,1.6,3.32,3.43,3.02,2.96,2.65,3.2,15.5,84.9,28.7,1299,3.32,0.39,0.36
30Q141,I.S. 141 THE STEINWAY,170,26,16014,23.25,23.7,3.6,33.8,1.5,37.4,4,4.35,3.81,3.66,3.72,3.63,13.5,60.7,6.1,1107,3.89,0.66,0.6
30Q145,I.S. 145 JOSEPH PULITZER,137,7,17699,24.75,8.5,1.9,87.8,0.4,1.4,3.85,3.29,4.13,2.93,2.7,3.1,15.1,94.7,21.8,1699,3.7,0.43,0.37
30Q204,I.S. 204 OLIVER W. HOLMES,28,2,18779,18.05,15.9,16.7,60.3,0.6,6.4,3.52,3.17,2.93,2.81,2.26,2.46,27.1,89.3,17.6,484,3.28,0.39,0.32
30Q227,I.S. 227 LOUIS ARMSTRONG,206,27,19154,26.36,13.6,8.2,50.3,1.4,26.5,4.4,4.38,4.13,3.85,3.43,3.62,14.4,72.3,4,1586,4.55,0.67,0.63
30Q230,I.S. 230,157,26,17434,26.95,33.7,0.5,60,1.2,4.7,4.24,4.41,3.78,3.73,2.7,3.61,13.4,81.6,15,1296,3.59,0.59,0.53
30Q235,ACADEMY FOR NEW AMERICANS,6,0,22604,18.44,19.8,2,65.3,0,12.9,3.4,3.38,3.83,3.46,3.44,3.87,1,96,100,101,3.54,0.46,0.51
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",29,2,17511,14.33,34.7,7.3,39.5,0.9,17.7,3.95,3.65,4.02,3.91,4.34,3.82,12.2,85.1,4.2,565,4.38,0.6,0.51
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,65,11,28469,19.6,14,9.7,48.7,3.6,24,3,2.41,3.96,2.25,3.61,2.08,23.8,50.8,4,421,4.59,0.9,0.9
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),39,26,,,43.8,5.9,9,10.1,31.3,3.71,4.77,4.3,4.82,4.48,4.44,5.7,26.9,2.2,457,,,
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,94,62,18734,16.67,46.1,3.7,17,4.6,28.5,4.38,4.14,3.18,2.75,4.09,3.27,5.2,43,1.1,540,3.62,0.62,0.59
31R002,I.S. R002 GEORGE L. EGBERT,75,2,19556,20.77,12.3,7.6,29,1.8,49.3,3.92,3.85,3.22,3.81,4.1,4.41,23.9,71.1,7.9,979,3.78,0.71,0.73
31R007,I.S. 007 ELIAS BERNSTEIN,129,22,19065,28.14,5.5,0.6,9.3,1.5,83.1,3.87,4.23,3.77,3.85,4.32,4.15,17.6,36.7,0.9,1163,3.66,0.81,0.8
31R024,I.S. 024 MYRA S. BARNES,132,11,21749,23.51,5.1,1.2,14.8,1,77.9,3.69,4.59,3.38,4.13,4.4,4.1,24.5,43.6,2.6,1267,3.82,0.66,0.7
31R027,I.S. 027 ANNING S. PRALL,77,14,19242,21.3,9,21.9,40.7,1.4,27.1,3.14,4.02,3.36,3.74,3.87,3.95,24.4,72.4,6.7,1005,3,0.3,0.22
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,18,1,,,4.7,48.6,34.8,2.4,9.5,4.1,4.02,3.79,4.27,4.85,4.39,34,82.6,5.5,253,2.95,0.66,0.67
31R034,I.S. 034 TOTTENVILLE,81,8,20088,26.67,4,0.6,11.2,0.5,83.6,4.6,4.93,4.19,4.57,4.48,4.57,27.5,34.2,2.1,1091,4.47,0.77,0.78
31R048,P.S. 048 WILLIAM G. WILCOX,70,9,16643,29.29,19.6,3.9,17.5,1.8,57.2,1.86,2.27,2.03,2.78,1.94,2.38,18.8,41.5,7.3,981,2.55,0.31,0.21
31R049,I.S. 49 BERTA A. DREYFUS,42,2,21610,18.49,9,34.8,46.1,1,9.2,3.75,4.19,3.83,4.7,4.48,4.61,35.5,94.1,13.2,612,4.28,0.75,0.79
